# Sample bright sky spectra (moon phase =  0.05, moon alt = -76.65)
# Source: fxSKY.2000-07-31T05:50:57.788.fits (from http://www.eso.org/~fpatat/science/skybright/)
# Wavelength(nm) Flux(erg/s/cm2/A/arcsec2)
502.66227993965083 7.15253e-18
502.9223861455911 7.144439e-18
503.1824923515313 7.1441174e-18
503.44259855747157 7.1103635e-18
503.7027047634118 7.078309e-18
503.96281096935206 7.025612e-18
504.2229171752923 7.037023e-18
504.48302338123256 6.98814e-18
504.7431295871728 6.98512e-18
505.00323579311305 7.00753e-18
505.2633419990533 7.028942e-18
505.52344820499354 7.070544e-18
505.7835544109338 7.093204e-18
506.04366061687404 7.093426e-18
506.3037668228143 7.0950855e-18
506.56387302875453 7.072329e-18
506.8239792346948 7.016381e-18
507.084085440635 6.982457e-18
507.34419164657527 6.970985e-18
507.6042978525155 6.9073246e-18
507.86440405845576 6.8627193e-18
508.124510264396 6.869425e-18
508.38461647033625 6.9288507e-18
508.6447226762765 6.956839e-18
508.90482888221675 7.02792e-18
509.164935088157 7.069925e-18
509.42504129409724 7.047327e-18
509.6851475000375 7.024789e-18
509.94525370597773 7.011961e-18
510.205359911918 6.970431e-18
510.4654661178582 6.905418e-18
510.7255723237985 6.9508665e-18
510.9856785297387 6.964634e-18
511.24578473567897 6.964402e-18
511.5058909416192 6.9920055e-18
511.76599714755946 7.012533e-18
512.0261033534997 6.990455e-18
512.28620955944 6.943047e-18
512.5463157653802 6.943006e-18
512.8064219713204 7.039054e-18
513.0665281772607 7.179916e-18
513.3266343832009 7.339436e-18
513.5867405891412 7.5173066e-18
513.8468467950814 7.61002e-18
514.1069530010217 7.675405e-18
514.3670592069619 7.629681e-18
514.6271654129022 7.591748e-18
514.8872716188424 7.616261e-18
515.1473778247827 7.5833925e-18
515.4074840307229 7.540936e-18
515.6675902366632 7.541347e-18
515.9276964426034 7.491335e-18
516.1878026485437 7.373717e-18
516.4479088544839 7.186907e-18
516.7080150604241 6.996981e-18
516.9681212663644 6.839218e-18
517.2282274723046 6.8018425e-18
517.4883336782449 6.837973e-18
517.7484398841851 6.8588902e-18
518.0085460901254 6.8462493e-18
518.2686522960656 7.076329e-18
518.5287585020059 7.299408e-18
518.7888647079461 7.381325e-18
519.0489709138864 7.683788e-18
519.3090771198266 8.79362e-18
519.5691833257669 9.851621e-18
519.8292895317071 1.0284234e-17
520.0893957376474 1.035404e-17
520.3495019435876 1.02108846e-17
520.6096081495278 9.343737e-18
520.8697143554681 8.1337315e-18
521.1298205614083 7.471089e-18
521.3899267673486 7.413968e-18
521.6500329732888 7.513667e-18
521.9101391792291 7.717383e-18
522.1702453851693 7.8363576e-18
522.4303515911096 7.819318e-18
522.6904577970498 7.8171e-18
522.9505640029901 7.7364184e-18
523.2106702089303 7.6424515e-18
523.4707764148706 7.842872e-18
523.7308826208108 7.98717e-18
523.990988826751 7.903768e-18
524.2510950326913 7.879734e-18
524.5112012386315 7.806128e-18
524.7713074445718 7.533011e-18
525.031413650512 7.667129e-18
525.2915198564523 8.004176e-18
525.5516260623925 8.057029e-18
525.8117322683328 7.897242e-18
526.071838474273 7.7082165e-18
526.3319446802133 7.337369e-18
526.5920508861535 6.923518e-18
526.8521570920938 6.890659e-18
527.112263298034 7.199359e-18
527.3723695039743 7.469486e-18
527.6324757099145 7.624934e-18
527.8925819158547 7.600917e-18
528.152688121795 7.565294e-18
528.4127943277352 7.3757636e-18
528.6729005336755 7.2641934e-18
528.9330067396157 7.323832e-18
529.193112945556 7.427321e-18
529.4532191514962 7.638926e-18
529.7133253574365 7.740756e-18
529.9734315633767 7.767181e-18
530.233537769317 7.817909e-18
530.4936439752572 7.8245496e-18
530.7537501811975 7.871637e-18
531.0138563871377 7.8786794e-18
531.273962593078 7.885613e-18
531.5340687990182 7.924023e-18
531.7941750049584 7.944606e-18
532.0542812108988 7.945631e-18
532.314387416839 7.892433e-18
532.5744936227793 8.014296e-18
532.8345998287195 8.0851594e-18
533.0947060346598 8.071648e-18
533.3548122406 8.016724e-18
533.6149184465403 7.960772e-18
533.8750246524805 7.805785e-18
534.1351308584208 7.7045645e-18
534.395237064361 7.683293e-18
534.6553432703013 7.699903e-18
534.9154494762415 7.741028e-18
535.1755556821818 7.759168e-18
535.435661888122 7.725353e-18
535.6957680940623 7.6992234e-18
535.9558743000025 7.577806e-18
536.2159805059428 7.536323e-18
536.476086711883 7.46119e-18
536.7361929178232 7.43438e-18
536.9962991237635 7.461234e-18
537.2564053297037 7.485816e-18
537.516511535644 7.5395875e-18
537.7766177415842 7.517396e-18
538.0367239475245 7.53397e-18
538.2968301534647 7.5187905e-18
538.556936359405 7.462724e-18
538.8170425653452 7.4102644e-18
539.0771487712855 7.368025e-18
539.3372549772257 7.309545e-18
539.597361183166 7.262002e-18
539.8574673891062 7.208178e-18
540.1175735950465 7.135849e-18
540.3776798009867 7.1184045e-18
540.637786006927 7.115723e-18
540.8978922128672 7.142156e-18
541.1579984188074 7.152136e-18
541.4181046247477 7.241318e-18
541.6782108306879 7.2998945e-18
541.9383170366282 7.3267754e-18
542.1984232425684 7.341111e-18
542.4585294485087 7.330429e-18
542.7186356544489 7.286093e-18
542.9787418603892 7.292292e-18
543.2388480663294 7.332859e-18
543.4989542722697 7.407351e-18
543.7590604782099 7.458408e-18
544.0191666841502 7.4557345e-18
544.2792728900904 7.441681e-18
544.5393790960306 7.442021e-18
544.7994853019709 7.420802e-18
545.0595915079111 7.399076e-18
545.3196977138514 7.440324e-18
545.5798039197916 7.523917e-18
545.8399101257319 7.549645e-18
546.1000163316721 7.5519985e-18
546.3601225376124 7.594667e-18
546.6202287435526 7.576095e-18
546.8803349494929 7.531328e-18
547.1404411554331 7.499673e-18
547.4005473613734 7.51303e-18
547.6606535673136 7.4770675e-18
547.9207597732538 7.4915945e-18
548.1808659791941 7.501627e-18
548.4409721851343 7.528886e-18
548.7010783910746 7.593391e-18
548.9611845970148 7.623228e-18
549.2212908029551 7.660055e-18
549.4813970088953 7.756495e-18
549.7415032148356 7.832426e-18
550.0016094207758 7.845202e-18
550.2617156267161 7.903726e-18
550.5218218326563 7.943857e-18
550.7819280385966 7.935811e-18
551.0420342445368 7.914796e-18
551.302140450477 7.9326364e-18
551.5622466564173 7.955428e-18
551.8223528623575 7.970023e-18
552.0824590682978 7.951744e-18
552.342565274238 7.911188e-18
552.6026714801783 7.8665985e-18
552.8627776861185 7.864596e-18
553.1228838920588 7.837767e-18
553.382990097999 7.841399e-18
553.6430963039393 8.085527e-18
553.9032025098795 8.629193e-18
554.1633087158198 8.998495e-18
554.42341492176 9.157013e-18
554.6835211277003 9.281192e-18
554.9436273336405 9.13638e-18
555.2037335395808 8.687839e-18
555.463839745521 8.334994e-18
555.7239459514612 8.4036455e-18
555.9840521574015 8.84332e-18
556.2441583633417 9.061833e-18
556.504264569282 9.284414e-18
556.7643707752222 1.06081505e-17
557.0244769811625 3.4560023e-17
557.2845831871027 1.0336379e-16
557.544689393043 1.4899691e-16
557.8047955989832 1.5132945e-16
558.0649018049235 1.5050243e-16
558.3250080108637 1.2955209e-16
558.585114216804 5.716245e-17
558.8452204227442 1.1668167e-17
559.1053266286845 8.758826e-18
559.3654328346247 8.848156e-18
559.625539040565 8.7040295e-18
559.8856452465052 8.63259e-18
560.1457514524454 9.1515044e-18
560.4058576583857 9.2606575e-18
560.6659638643259 9.100098e-18
560.9260700702662 9.02334e-18
561.1861762762064 8.908933e-18
561.4462824821467 8.457642e-18
561.7063886880869 8.376622e-18
561.9664948940272 8.81556e-18
562.2266010999674 8.975604e-18
562.4867073059077 8.920153e-18
562.7468135118479 8.759549e-18
563.0069197177882 8.611228e-18
563.2670259237284 8.182825e-18
563.5271321296686 8.079439e-18
563.7872383356089 8.1628325e-18
564.0473445415491 8.43847e-18
564.3074507474894 8.622841e-18
564.5675569534296 8.593992e-18
564.8276631593699 8.497802e-18
565.0877693653101 8.442504e-18
565.3478755712504 8.1393646e-18
565.6079817771906 7.8985045e-18
565.8680879831309 7.9169705e-18
566.1281941890711 8.024115e-18
566.3883003950114 8.142843e-18
566.6484066009516 8.32216e-18
566.9085128068918 8.419715e-18
567.1686190128321 8.465969e-18
567.4287252187723 8.446665e-18
567.6888314247126 8.419856e-18
567.9489376306528 8.330908e-18
568.2090438365931 8.337253e-18
568.4691500425333 8.37298e-18
568.7292562484736 8.476104e-18
568.9893624544138 8.569762e-18
569.2494686603541 8.658923e-18
569.5095748662943 8.7440055e-18
569.7696810722346 8.792573e-18
570.0297872781748 8.713757e-18
570.289893484115 8.622358e-18
570.5499996900553 8.503327e-18
570.8101058959955 8.4851625e-18
571.0702121019358 8.43987e-18
571.330318307876 8.41355e-18
571.5904245138163 8.451873e-18
571.8505307197565 8.545275e-18
572.1106369256968 8.563648e-18
572.370743131637 8.6078036e-18
572.6308493375773 8.55357e-18
572.8909555435175 8.5268276e-18
573.1510617494578 8.44377e-18
573.411167955398 8.349841e-18
573.6712741613383 8.303376e-18
573.9313803672785 8.2642e-18
574.1914865732188 8.265034e-18
574.451592779159 8.192714e-18
574.7116989850992 8.172252e-18
574.9718051910395 8.139696e-18
575.2319113969797 8.137722e-18
575.49201760292 8.136105e-18
575.7521238088602 8.1507375e-18
576.0122300148005 8.1558925e-18
576.2723362207407 8.234658e-18
576.532442426681 8.233715e-18
576.7925486326212 8.212684e-18
577.0526548385615 8.236073e-18
577.3127610445017 8.18701e-18
577.572867250442 8.133425e-18
577.8329734563822 8.091275e-18
578.0930796623225 8.0477825e-18
578.3531858682627 8.037999e-18
578.613292074203 8.045877e-18
578.8733982801432 8.0597625e-18
579.1335044860834 8.116604e-18
579.3936106920237 8.207836e-18
579.6537168979639 8.2464266e-18
579.9138231039042 8.251242e-18
580.1739293098444 8.23426e-18
580.4340355157847 8.2467856e-18
580.6941417217249 8.269288e-18
580.9542479276652 8.264724e-18
581.2143541336054 8.27378e-18
581.4744603395457 8.28513e-18
581.7345665454859 8.2756715e-18
581.9946727514262 8.286764e-18
582.2547789573664 8.334413e-18
