# Sample bright sky spectra (moon phase = 97.63, moon alt = +12.22)
# Source: fxSKY.2004-01-09T01:55:30.850.fits (from http://www.eso.org/~fpatat/science/skybright/)
# Wavelength(nm) Flux(erg/s/cm2/A/arcsec2)
426.2070147491985 1.4402476e-16
426.46712095513874 1.4322468e-16
426.727227161079 1.3974315e-16
426.98733336701923 1.3764403e-16
427.2474395729595 1.3558797e-16
427.5075457788997 1.3405673e-16
427.76765198484 1.345787e-16
428.0277581907802 1.3777314e-16
428.28786439672047 1.3896196e-16
428.5479706026607 1.3586247e-16
428.80807680860096 1.3315592e-16
429.0681830145412 1.3146269e-16
429.32828922048145 1.2742647e-16
429.5883954264217 1.2144834e-16
429.84850163236194 1.1624586e-16
430.1086078383022 1.10164026e-16
430.36871404424244 1.0297949e-16
430.6288202501827 9.9645624e-17
430.88892645612293 1.0340515e-16
431.1490326620632 1.1287188e-16
431.4091388680034 1.2522216e-16
431.66924507394367 1.3714529e-16
431.9293512798839 1.4356265e-16
432.18945748582416 1.437784e-16
432.4495636917644 1.426501e-16
432.70966989770466 1.4114531e-16
432.9697761036449 1.4141314e-16
433.22988230958515 1.4380892e-16
433.4899885155254 1.4263692e-16
433.75009472146564 1.36694e-16
434.0102009274059 1.3280189e-16
434.27030713334614 1.3187122e-16
434.5304133392864 1.3400294e-16
434.79051954522663 1.387676e-16
435.0506257511669 1.4336185e-16
435.3107319571071 1.4548263e-16
435.57083816304737 1.4620879e-16
435.8309443689876 1.4793726e-16
436.09105057492786 1.5211105e-16
436.3511567808681 1.5417948e-16
436.61126298680836 1.5449416e-16
436.8713691927486 1.5301678e-16
437.13147539868885 1.497276e-16
437.3915816046291 1.474996e-16
437.65168781056934 1.4518686e-16
437.9117940165096 1.3972719e-16
438.17190022244984 1.3548829e-16
438.4320064283901 1.3466826e-16
438.69211263433033 1.3297811e-16
438.9522188402706 1.3376744e-16
439.2123250462108 1.3933898e-16
439.47243125215107 1.4406058e-16
439.7325374580913 1.4494989e-16
439.99264366403156 1.4413882e-16
440.2527498699718 1.4328577e-16
440.51285607591205 1.4372316e-16
440.7729622818523 1.457364e-16
441.03306848779255 1.4762788e-16
441.2931746937328 1.5050449e-16
441.55328089967304 1.5460769e-16
441.8133871056133 1.5607359e-16
442.07349331155353 1.5541912e-16
442.3335995174938 1.566135e-16
442.593705723434 1.5752194e-16
442.8538119293743 1.5588073e-16
443.1139181353145 1.5399407e-16
443.37402434125477 1.5441526e-16
443.634130547195 1.5454234e-16
443.89423675313526 1.5351829e-16
444.1543429590755 1.5482193e-16
444.41444916501575 1.5702962e-16
444.674555370956 1.5679889e-16
444.93466157689625 1.5518877e-16
445.1947677828365 1.5291392e-16
445.45487398877674 1.4939354e-16
445.714980194717 1.4626335e-16
445.97508640065723 1.4486832e-16
446.2351926065975 1.4615062e-16
446.4952988125377 1.4880486e-16
446.755405018478 1.521555e-16
447.0155112244182 1.5589841e-16
447.27561743035847 1.5854225e-16
447.5357236362987 1.5922427e-16
447.79582984223896 1.5870883e-16
448.0559360481792 1.5891071e-16
448.31604225411945 1.5867773e-16
448.5761484600597 1.569766e-16
448.83625466599995 1.5727868e-16
449.0963608719402 1.5855594e-16
449.35646707788044 1.5862812e-16
449.6165732838207 1.589605e-16
449.87667948976093 1.612726e-16
450.1367856957012 1.6400464e-16
450.3968919016414 1.6654469e-16
450.65699810758167 1.6806683e-16
450.9171043135219 1.6810371e-16
451.17721051946216 1.6708977e-16
451.4373167254024 1.6523669e-16
451.69742293134266 1.6397045e-16
451.9575291372829 1.6186453e-16
452.21763534322315 1.590636e-16
452.4777415491634 1.553655e-16
452.73784775510364 1.5226745e-16
452.9979539610439 1.4927861e-16
453.25806016698414 1.4879513e-16
453.5181663729244 1.5136307e-16
453.77827257886463 1.5465715e-16
454.0383787848049 1.5697613e-16
454.2984849907451 1.5812344e-16
454.55859119668537 1.5695673e-16
454.8186974026256 1.5517612e-16
455.07880360856586 1.5387923e-16
455.3389098145061 1.5407197e-16
455.59901602044636 1.561064e-16
455.8591222263866 1.5823719e-16
456.11922843232685 1.5886474e-16
456.3793346382671 1.6011841e-16
456.63944084420734 1.6044206e-16
456.8995470501476 1.5969147e-16
457.15965325608784 1.6007223e-16
457.4197594620281 1.6057912e-16
457.67986566796833 1.5861135e-16
457.9399718739086 1.5671389e-16
458.2000780798488 1.5515182e-16
458.46018428578907 1.5407791e-16
458.7202904917293 1.5364272e-16
458.98039669766956 1.5401372e-16
459.2405029036098 1.5429924e-16
459.50060910955006 1.542615e-16
459.7607153154903 1.5315395e-16
460.02082152143055 1.5302295e-16
460.2809277273708 1.5387963e-16
460.54103393331104 1.5548415e-16
460.8011401392513 1.564659e-16
461.06124634519153 1.574419e-16
461.3213525511318 1.5796626e-16
461.581458757072 1.580934e-16
461.8415649630123 1.5782924e-16
462.1016711689525 1.5811414e-16
462.36177737489277 1.581212e-16
462.621883580833 1.5825262e-16
462.88198978677326 1.5796888e-16
463.1420959927135 1.5684174e-16
463.40220219865375 1.5575324e-16
463.662308404594 1.5447345e-16
463.92241461053425 1.5346276e-16
464.1825208164745 1.5160077e-16
464.44262702241474 1.5003086e-16
464.702733228355 1.5004265e-16
464.96283943429523 1.497839e-16
465.2229456402355 1.4954788e-16
465.4830518461757 1.5180041e-16
465.743158052116 1.5369249e-16
466.0032642580562 1.5283504e-16
466.26337046399647 1.5014487e-16
466.5234766699367 1.4791592e-16
466.78358287587696 1.4642017e-16
467.0436890818172 1.4579687e-16
467.30379528775745 1.4657983e-16
467.5639014936977 1.4808664e-16
467.82400769963795 1.4921735e-16
468.0841139055782 1.4947859e-16
468.34422011151844 1.4928978e-16
468.6043263174587 1.489413e-16
468.86443252339893 1.4947684e-16
469.1245387293392 1.499825e-16
469.3846449352794 1.4907306e-16
469.6447511412197 1.4715225e-16
469.9048573471599 1.4509043e-16
470.16496355310016 1.4375492e-16
470.4250697590404 1.4219175e-16
470.68517596498066 1.4214122e-16
470.9452821709209 1.430572e-16
471.20538837686115 1.4510811e-16
471.4654945828014 1.4753895e-16
471.72560078874164 1.4989615e-16
471.9857069946819 1.5163421e-16
472.24581320062214 1.5213854e-16
472.5059194065625 1.5052533e-16
472.76602561250274 1.4844571e-16
473.026131818443 1.4691793e-16
473.28623802438324 1.4496706e-16
473.5463442303235 1.4488436e-16
473.80645043626373 1.4638327e-16
474.066556642204 1.4773557e-16
474.3266628481442 1.4871257e-16
474.58676905408447 1.49517e-16
474.8468752600247 1.4891639e-16
475.10698146596496 1.4790122e-16
475.3670876719052 1.4703429e-16
475.62719387784546 1.4609238e-16
475.8873000837857 1.4412892e-16
476.14740628972595 1.429183e-16
476.4075124956662 1.4274048e-16
476.66761870160644 1.4277856e-16
476.9277249075467 1.4324723e-16
477.18783111348694 1.455645e-16
477.4479373194272 1.480847e-16
477.70804352536743 1.4895413e-16
477.9681497313077 1.4872846e-16
478.2282559372479 1.4772272e-16
478.48836214318817 1.4621514e-16
478.7484683491284 1.4524877e-16
479.00857455506866 1.4565634e-16
479.2686807610089 1.4660849e-16
479.52878696694916 1.4710334e-16
479.7888931728894 1.4776987e-16
480.04899937882965 1.477452e-16
480.3091055847699 1.4624724e-16
480.56921179071014 1.4541246e-16
480.8293179966504 1.4585659e-16
481.08942420259064 1.4642553e-16
481.3495304085309 1.4729471e-16
481.6096366144711 1.4832806e-16
481.8697428204114 1.4821168e-16
482.1298490263516 1.4775524e-16
482.38995523229187 1.4706183e-16
482.6500614382321 1.457486e-16
482.91016764417236 1.4484265e-16
483.1702738501126 1.449629e-16
483.43038005605285 1.4435878e-16
483.6904862619931 1.4300881e-16
483.95059246793335 1.4238916e-16
484.2106986738736 1.4214689e-16
484.47080487981384 1.4114334e-16
484.7309110857541 1.4063138e-16
484.99101729169433 1.3930304e-16
485.2511234976346 1.3574993e-16
485.5112297035748 1.2947623e-16
485.7713359095151 1.2223985e-16
486.0314421154553 1.185052e-16
486.29154832139557 1.178105e-16
486.5516545273358 1.1851837e-16
486.81176073327606 1.2108975e-16
487.0718669392163 1.2663382e-16
487.33197314515655 1.2985175e-16
487.5920793510968 1.3184959e-16
487.85218555703705 1.3357328e-16
488.1122917629773 1.3520018e-16
488.37239796891754 1.3461315e-16
488.6325041748578 1.3276794e-16
488.89261038079803 1.3193989e-16
489.1527165867383 1.3354276e-16
489.4128227926785 1.3551177e-16
489.6729289986188 1.3805664e-16
489.933035204559 1.4061329e-16
490.19314141049927 1.4140764e-16
490.4532476164395 1.3960921e-16
490.71335382237976 1.3771755e-16
490.97346002832 1.3736779e-16
491.23356623426025 1.3635495e-16
491.4936724402005 1.3268542e-16
491.75377864614074 1.3026115e-16
492.013884852081 1.2994817e-16
492.27399105802124 1.2994055e-16
492.5340972639615 1.3093033e-16
492.79420346990173 1.3390904e-16
493.054309675842 1.3566941e-16
493.3144158817822 1.3530179e-16
493.57452208772247 1.3392722e-16
493.8346282936627 1.3375431e-16
494.09473449960296 1.3434209e-16
494.3548407055432 1.3574275e-16
494.61494691148346 1.3807513e-16
494.8750531174237 1.3924376e-16
495.13515932336395 1.3747817e-16
495.3952655293042 1.3502156e-16
495.65537173524444 1.3462906e-16
495.9154779411847 1.344155e-16
496.17558414712494 1.3391615e-16
496.4356903530652 1.3469462e-16
496.69579655900543 1.3671043e-16
496.9559027649457 1.3692744e-16
497.2160089708859 1.3638542e-16
497.47611517682617 1.3576509e-16
497.7362213827664 1.3368046e-16
497.99632758870666 1.3080607e-16
498.2564337946469 1.2932766e-16
498.51654000058716 1.2869694e-16
498.7766462065274 1.287475e-16
499.03675241246765 1.3062521e-16
499.2968586184079 1.3291509e-16
499.55696482434814 1.3246538e-16
499.8170710302884 1.3066817e-16
500.07717723622864 1.2861224e-16
500.3372834421689 1.2683102e-16
500.59738964810913 1.2564974e-16
500.8574958540494 1.2454303e-16
501.1176020599896 1.2361055e-16
501.37770826592987 1.2316887e-16
501.6378144718701 1.2312169e-16
501.89792067781036 1.2250214e-16
502.1580268837506 1.2331133e-16
502.41813308969085 1.2432534e-16
502.6782392956311 1.2612041e-16
502.93834550157135 1.272824e-16
503.1984517075116 1.2659164e-16
503.45855791345184 1.2493172e-16
503.7186641193921 1.2304505e-16
503.97877032533233 1.2214865e-16
504.2388765312726 1.2207407e-16
504.4989827372128 1.2223449e-16
504.7590889431531 1.2352042e-16
505.0191951490933 1.2622558e-16
505.27930135503357 1.2711508e-16
505.5394075609738 1.2750746e-16
505.79951376691406 1.2905773e-16
506.0596199728543 1.2925158e-16
506.31972617879455 1.284446e-16
506.5798323847348 1.2735578e-16
506.83993859067505 1.2605053e-16
507.1000447966153 1.2458911e-16
507.36015100255554 1.2377143e-16
507.6202572084958 1.2238386e-16
507.88036341443603 1.2143296e-16
508.1404696203763 1.2182926e-16
508.4005758263165 1.2229155e-16
508.6606820322568 1.2371009e-16
508.920788238197 1.2616999e-16
509.18089444413727 1.2673868e-16
509.4410006500775 1.252588e-16
509.70110685601776 1.2446195e-16
509.961213061958 1.2393151e-16
510.22131926789825 1.2258561e-16
510.4814254738385 1.2198194e-16
510.74153167977875 1.2330723e-16
511.001637885719 1.2422137e-16
511.26174409165924 1.2476529e-16
511.5218502975995 1.2587086e-16
511.78195650353973 1.2599027e-16
512.04206270948 1.2472917e-16
512.3021689154202 1.2301179e-16
512.5622751213605 1.2140061e-16
512.8223813273007 1.2014101e-16
513.082487533241 1.2002293e-16
513.3425937391812 1.1989391e-16
513.6026999451215 1.1929718e-16
513.8628061510617 1.1872838e-16
514.122912357002 1.1811982e-16
514.3830185629422 1.1756926e-16
514.6431247688824 1.1789894e-16
514.9032309748227 1.1859433e-16
515.1633371807629 1.194211e-16
515.4234433867032 1.2012494e-16
515.6835495926434 1.204403e-16
515.9436557985837 1.189517e-16
516.2037620045239 1.1492641e-16
516.4638682104642 1.09882825e-16
516.7239744164044 1.0443787e-16
516.9840806223447 1.0123423e-16
517.2441868282849 1.0252372e-16
517.5042930342252 1.0623666e-16
517.7643992401654 1.0691875e-16
518.0245054461056 1.07208285e-16
518.2846116520459 1.0914138e-16
518.5447178579861 1.0835223e-16
518.8048240639264 1.0703992e-16
519.0649302698666 1.0961188e-16
519.3250364758069 1.1421178e-16
519.5851426817471 1.1614782e-16
519.8452488876874 1.167451e-16
520.1053550936276 1.1666059e-16
520.3654612995679 1.1636539e-16
520.6255675055081 1.1617515e-16
520.8856737114484 1.1575546e-16
521.1457799173886 1.1514066e-16
521.4058861233289 1.1625351e-16
521.6659923292691 1.1828442e-16
521.9260985352093 1.1812728e-16
522.1862047411496 1.1570588e-16
522.4463109470898 1.149978e-16
522.7064171530301 1.1420828e-16
522.9665233589703 1.1258279e-16
523.2266295649106 1.1288792e-16
523.4867357708508 1.1561996e-16
523.7468419767911 1.1730472e-16
524.0069481827313 1.1866192e-16
524.2670543886716 1.1957694e-16
524.5271605946118 1.189869e-16
524.7872668005521 1.1796826e-16
525.0473730064923 1.1747585e-16
525.3074792124326 1.1751558e-16
525.5675854183728 1.1723925e-16
525.827691624313 1.1534676e-16
526.0877978302533 1.1215927e-16
526.3479040361935 1.0871346e-16
526.6080102421338 1.0489172e-16
526.868116448074 1.03073904e-16
527.1282226540143 1.04029344e-16
527.3883288599545 1.071344e-16
527.6484350658948 1.0966349e-16
527.908541271835 1.1178803e-16
528.1686474777753 1.1348947e-16
528.4287536837155 1.1536994e-16
528.6888598896558 1.1617588e-16
528.948966095596 1.1703944e-16
529.2090723015363 1.1733137e-16
529.4691785074765 1.1629905e-16
529.7292847134167 1.1505664e-16
529.989390919357 1.1443346e-16
530.2494971252972 1.1434026e-16
530.5096033312375 1.1584631e-16
530.7697095371777 1.1746202e-16
531.029815743118 1.1793888e-16
531.2899219490582 1.1753556e-16
531.5500281549985 1.1707257e-16
531.8101343609387 1.1569169e-16
532.070240566879 1.132934e-16
532.3303467728192 1.1048109e-16
532.5904529787595 1.0912885e-16
532.8505591846997 1.0877805e-16
533.11066539064 1.0937999e-16
533.3707715965802 1.1033086e-16
533.6308778025204 1.1165011e-16
533.8909840084607 1.1270753e-16
534.1510902144009 1.1249415e-16
534.4111964203412 1.1173458e-16
534.6713026262814 1.1197725e-16
534.9314088322217 1.1330896e-16
535.1915150381619 1.1455099e-16
535.4516212441022 1.155309e-16
535.7117274500424 1.161745e-16
535.9718336559827 1.1554661e-16
536.2319398619229 1.1419116e-16
536.4920460678632 1.1171449e-16
536.7521522738034 1.0943985e-16
537.0122584797437 1.0913911e-16
537.2723646856839 1.09896655e-16
537.5324708916241 1.1057026e-16
537.7925770975644 1.1141161e-16
538.0526833035046 1.1261095e-16
538.3127895094449 1.1256159e-16
538.5728957153851 1.1163602e-16
538.8330019213254 1.1063735e-16
539.0931081272656 1.0968855e-16
539.3532143332059 1.08555e-16
539.6133205391461 1.0753673e-16
539.8734267450864 1.0644693e-16
540.1335329510266 1.0519842e-16
540.3936391569669 1.0452335e-16
540.6537453629071 1.0450509e-16
540.9138515688473 1.0440477e-16
541.1739577747876 1.05189766e-16
541.4340639807278 1.0684456e-16
541.6941701866681 1.07619903e-16
541.9542763926083 1.0792959e-16
542.2143825985486 1.08033904e-16
542.4744888044888 1.074981e-16
542.7345950104291 1.06603166e-16
542.9947012163693 1.0597061e-16
543.2548074223096 1.0637693e-16
543.5149136282498 1.0701149e-16
543.7750198341901 1.07916114e-16
544.0351260401303 1.08068626e-16
544.2952322460706 1.0796952e-16
544.5553384520108 1.086633e-16
544.815444657951 1.08065284e-16
545.0755508638913 1.0678657e-16
545.3356570698315 1.0706821e-16
545.5957632757718 1.08000995e-16
545.855869481712 1.07256884e-16
546.1159756876523 1.06683356e-16
546.3760818935925 1.07309135e-16
546.6361880995329 1.0739216e-16
546.8962943054731 1.06667845e-16
547.1564005114134 1.0597751e-16
547.4165067173536 1.052417e-16
547.6766129232939 1.04455276e-16
547.9367191292341 1.042492e-16
548.1968253351744 1.04402714e-16
548.4569315411146 1.05154224e-16
548.7170377470549 1.0619755e-16
548.9771439529951 1.06615475e-16
549.2372501589354 1.0654304e-16
549.4973563648756 1.0643636e-16
549.7574625708158 1.06116605e-16
550.0175687767561 1.0578143e-16
550.2776749826963 1.05538605e-16
550.5377811886366 1.0529481e-16
550.7978873945768 1.0477941e-16
551.0579936005171 1.0467505e-16
551.3180998064573 1.0504275e-16
551.5782060123976 1.0552491e-16
551.8383122183378 1.05754155e-16
552.0984184242781 1.05760124e-16
552.3585246302183 1.0492099e-16
552.6186308361586 1.04218444e-16
552.8787370420988 1.0363811e-16
553.138843248039 1.03180855e-16
553.3989494539793 1.0335641e-16
553.6590556599195 1.04482665e-16
553.9191618658598 1.05003836e-16
554.1792680718 1.0519051e-16
554.4393742777403 1.0578369e-16
554.6994804836805 1.0604149e-16
554.9595866896208 1.0553372e-16
555.219692895561 1.0530183e-16
555.4797991015013 1.0504494e-16
555.7399053074415 1.04355233e-16
556.0000115133818 1.0365291e-16
556.260117719322 1.0313939e-16
556.5202239252623 1.0246154e-16
556.7803301312025 1.0281774e-16
557.0404363371428 1.1837386e-16
557.300542543083 1.5798326e-16
557.5606487490232 1.7370432e-16
557.8207549549635 1.745551e-16
558.0808611609037 1.7354616e-16
558.340967366844 1.5894166e-16
558.6010735727842 1.1913435e-16
558.8611797787245 9.885254e-17
559.1212859846647 9.7340656e-17
559.381392190605 9.7212204e-17
559.6414983965452 9.755498e-17
559.9016046024855 9.7889215e-17
560.1617108084257 9.9010846e-17
560.421817014366 1.0008049e-16
560.6819232203062 1.0070015e-16
560.9420294262464 1.0102589e-16
561.2021356321867 1.004608e-16
561.4622418381269 9.951404e-17
561.7223480440672 9.883897e-17
561.9824542500074 9.7743334e-17
562.2425604559477 9.778459e-17
562.5026666618879 9.9104847e-17
562.7627728678282 9.950566e-17
563.0228790737684 9.922339e-17
563.2829852797087 9.899048e-17
563.5430914856489 9.8850307e-17
563.8031976915892 9.814639e-17
564.0633038975294 9.773919e-17
564.3234101034697 9.780272e-17
564.5835163094099 9.8157176e-17
564.8436225153501 9.813028e-17
565.1037287212904 9.765876e-17
565.3638349272306 9.6483485e-17
565.6239411331709 9.5130714e-17
565.8840473391111 9.462649e-17
566.1441535450514 9.446557e-17
566.4042597509916 9.4810965e-17
566.6643659569319 9.5852425e-17
566.9244721628721 9.688358e-17
567.1845783688124 9.733921e-17
567.4446845747526 9.7428655e-17
567.7047907806929 9.709237e-17
567.9648969866331 9.607255e-17
568.2250031925734 9.500061e-17
568.4851093985136 9.432079e-17
568.7452156044538 9.387929e-17
569.0053218103941 9.3989575e-17
569.2654280163343 9.443435e-17
569.5255342222746 9.439019e-17
569.7856404282148 9.4312314e-17
570.0457466341551 9.37476e-17
570.3058528400953 9.2537125e-17
570.5659590460356 9.1089255e-17
570.8260652519758 9.0495776e-17
571.0861714579161 9.0521544e-17
571.3462776638563 9.070387e-17
571.6063838697966 9.149652e-17
571.8664900757368 9.292882e-17
572.126596281677 9.3869415e-17
572.3867024876173 9.419436e-17
572.6468086935575 9.421764e-17
572.9069148994978 9.409308e-17
573.167021105438 9.3868085e-17
573.4271273113783 9.3634165e-17
573.6872335173185 9.3392437e-17
