,GOTO_B,GOTO_B_noatm,GOTO_G,GOTO_G_noatm,GOTO_L,GOTO_L_noatm,GOTO_R,GOTO_R_noatm,atm,atmosphere,corrector,filter_B,filter_C,filter_G,filter_L,filter_R,lens1,lens2,lens3,lens_coating,mirror,ota,qe,window
310,5.127241242525854e-12,2.123149771923309e-11,-8.576603617489395e-12,-3.5515032652098606e-11,-1.053054204436034e-11,-4.3606136091810254e-11,-1.165844750388838e-11,-4.827670278815766e-11,0.2414922070185003,-3.2535919559907622,0.002307242694381,6.261628912000001e-07,0.0002664920688,-1.0474152987500004e-06,-1.28603947825e-06,-1.4237846145000003e-06,0.04768119278999999,0.2813917084724639,0.2601,0.9211999999999979,0.33504539189824545,0.0001474230762412,0.23000000000000004,0.5692
311,-2.4514215847036364e-11,-9.534086407554163e-11,3.458217750489124e-11,1.3449725275747254e-10,-1.6646730241249337e-11,-6.474258263598648e-11,4.4026622799019537e-11,1.7122865712606194e-10,0.2571218132406789,-3.252369860236827,0.0040815504360159,-1.55610461675e-06,0.0003741100803,2.19519508225e-06,-1.05669518225e-06,2.79470619925e-06,0.06897783423500001,0.31035949993406536,0.2845,0.9219999999999979,0.33987798118396106,0.0002640902134098,0.23200000000000004,0.5601200000000001
312,8.20045232445679e-11,2.9169743919295406e-10,1.3250968810720829e-10,4.713488373544093e-10,9.014530652280067e-11,3.206549349667329e-10,1.5938766602194576e-10,5.669562138527908e-10,0.2811287046998139,-3.2511477644828917,0.0064187146731875,2.9660356085e-06,0.0005049550533,4.79276554325e-06,3.2604809894249995e-06,5.764919717500001e-06,0.09027447568000001,0.33932729139566675,0.3089,0.922799999999998,0.34471057046967674,0.0004202816208237,0.23400000000000004,0.55104
313,-1.1679848102234514e-10,-3.83120727706338e-10,9.626568395386269e-11,3.1576933678183976e-10,-2.1814345682927223e-10,-7.15551085881141e-10,1.1469613993466e-10,3.7622465816544414e-10,0.304860772534007,-3.2499256687289564,0.0093939267236769,-2.6098024114749995e-06,0.0006815948337,2.151007546725e-06,-4.87430414075e-06,2.5628266735e-06,0.11157111712500001,0.3682950828572682,0.3333,0.923599999999998,0.34954315975539235,0.0006220367131519,0.23600000000000004,0.54196
314,1.0749491322836673e-10,3.419004737391488e-10,1.3630191999902727e-10,4.3352461637157087e-10,2.1338884876695375e-10,6.787088457765304e-10,3.497416447479113e-10,1.1123952793150863e-09,0.314404107291116,-3.248703572975021,0.0130838389759293,1.6407036560999998e-06,0.0009346626699,2.0803873575000004e-06,3.256971458725001e-06,5.3381353405e-06,0.13286775857000002,0.3972628743188696,0.3577,0.924399999999998,0.354375749041108,0.0008755734815415,0.23800000000000004,0.53288
315,-6.233653444641519e-11,-1.8078350187267947e-10,4.3827737546263586e-10,1.2710574854913027e-09,6.844502950720857e-11,1.9849887758403648e-10,4.431571742764224e-10,1.2852094932316242e-09,0.3448131815165136,-3.247481477221086,0.0175665803507896,-6.3445673725e-07,0.001309426576,4.460755416e-06,6.966285579999999e-07,4.51042165525e-06,0.154164400015,0.426230665780471,0.3821,0.925199999999998,0.35920833832682364,0.0011872591887054,0.24000000000000005,0.5238
316,-2.361930952284377e-10,-6.694392753704217e-10,-7.97852467748117e-11,-2.2613437422682753e-10,1.674459617674557e-12,4.7459009418075745e-12,-4.3018016181409843e-10,-1.219254506678263e-09,0.3528222856326209,-3.2462593814671505,0.0229217718691204,-1.7691968944875e-06,0.0017210970819999,-5.976288624499997e-07,1.2542486700000148e-08,-3.222250869000001e-06,0.17546104146000002,0.45519845724207236,0.4065,0.925999999999998,0.3640409276125393,0.0015635783705124,0.24200000000000005,0.5147200000000001
317,1.5211170487456592e-10,4.052831696051105e-10,6.158375134689303e-10,1.6408242851937878e-09,-3.843865676653712e-10,-1.024151340789418e-09,5.710335767940364e-10,1.5214496356139854e-09,0.3753220372382515,-3.2450372857132153,0.0292305423257799,8.259152670750001e-07,0.002300025374,3.3437900445e-06,-2.0870894515e-06,3.10051977575e-06,0.196757682905,0.48416624870367375,0.43089999999999995,0.9267999999999981,0.3688735168982549,0.0020110980665422,0.24400000000000005,0.50564
318,6.51820066611569e-10,1.7065471903930907e-09,-7.833470225351634e-10,-2.050901358958636e-09,4.660131046894791e-10,1.2200811162938758e-09,-9.601826823518987e-10,-2.5138794320184722e-09,0.3819525591093834,-3.24381518995928,0.0365755440704386,2.73501856998e-06,0.003031767309,-3.2869019582500004e-06,1.95537781125e-06,-4.028899387e-06,0.21805432435000002,0.5131340401652752,0.4553,0.9275999999999981,0.37370610618397054,0.0025364302008507,0.24600000000000005,0.49656
319,9.330753557642096e-10,2.246473186617807e-09,1.8445258213275831e-09,4.440882265337335e-09,4.3760805217300254e-10,1.0535855966847783e-09,4.817133854957354e-10,1.1597736425743946e-09,0.4153512097640514,-3.2425930942053447,0.0450409688957155,2.8791511795e-06,0.003977576196,5.6915753494999994e-06,1.3503086667000002e-06,1.4864026291799996e-06,0.23935096579500004,0.5421018316268766,0.4797,0.9283999999999981,0.3785386954696862,0.0031461910329529,0.24800000000000005,0.48748
320,8.247746437533625e-11,2.0592663423021573e-10,7.095349042396479e-10,1.7715400904422315e-09,1.4114036104621643e-10,3.5239395057077145e-10,1.0967570063625435e-09,2.7383416864132367e-09,0.4005186831885503,-3.2413709984514094,0.054712564033115,2.1411895400000014e-07,0.005121921301,1.842016757825e-06,3.664131372525e-07,2.84728034225e-06,0.26064760724,0.571069623088478,0.5041,0.9291999999999981,0.38337128475540183,0.0038469575977886,0.25000000000000006,0.4784
321,-1.7678624888904984e-09,-3.999964816671459e-09,-3.31268825943374e-10,-7.495286861735276e-10,-1.380304024041185e-09,-3.123075220595824e-09,-1.643639540231819e-09,-3.718898032812185e-09,0.441969509712241,-3.240148902697474,0.0655430827147876,-3.4240490275e-06,0.006674294472,-6.416113857500003e-07,-2.673414182875e-06,-3.1834502992499996e-06,0.289304449756,0.5917483144015391,0.52594,0.9299999999999982,0.3882038740411175,0.0046357035571485,0.25200000000000006,0.46932
